lp_id,case_group,brief_role,brief_uid,model_name,lp_text,lp_source,decision,reject_reason,evidence_para_ids_joined,evidence_text,notes
LP_052,24-154,petitioner,24-154-petitioners,Llama-3.1-8B-Instruct,Wisconsin’s decision to deny Catholic Charities the Section 108.02(15)(h) exemption unless it merges with the Diocese thus penalizes it for following specific Catholic teachings about church governance.,expert_added,not_applicable,,p2,"[p2] First, it violates the principle of church autonomy by penalizing Catholic Charities because of its structure, including the fact that it is separately incorporated from the Diocese of Superior. It would violate Catholic social teaching to force Catholic Charities to be “absorbed and substituted” by “social entities of a higher level.” Compendium of the Social Doctrine of the Church ¶ 186. Wisconsin’s decision to deny Catholic Charities the Section 108.02(15)(h) exemption unless it merges with the Diocese thus penalizes it for following specific Catholic teachings about church governance. In a host of church autonomy decisions stretching back over a century, this Court has rejected similar attempts by state governments to meddle with the inner workings of churches. The Religion Clauses, working together, protect religious bodies’ “independence from secular control or manipulation, in short, power to decide for themselves, free from state interference, matters of church government as well as those of faith and doctrine.” Kedroff v. Saint Nicholas Cathedral of Russian Orthodox Church in N. Am., 344 U.S. 94, 116 (1952). And once church authorities decide a question of church government, “the Constitution requires that civil courts accept their decisions as binding upon them.” Serbian E. Orthodox Diocese for U.S. of Am. & Can. v. Milivojevich, 426 U.S. 696, 725 (1976).",
LP_053,24-154,petitioner,24-154-petitioners,Llama-3.1-8B-Instruct,"In a host of church autonomy decisions stretching back over a century, this Court has rejected similar attempts by state governments to meddle with the inner workings of churches.",expert_added,not_applicable,,p2,"[p2] First, it violates the principle of church autonomy by penalizing Catholic Charities because of its structure, including the fact that it is separately incorporated from the Diocese of Superior. It would violate Catholic social teaching to force Catholic Charities to be “absorbed and substituted” by “social entities of a higher level.” Compendium of the Social Doctrine of the Church ¶ 186. Wisconsin’s decision to deny Catholic Charities the Section 108.02(15)(h) exemption unless it merges with the Diocese thus penalizes it for following specific Catholic teachings about church governance. In a host of church autonomy decisions stretching back over a century, this Court has rejected similar attempts by state governments to meddle with the inner workings of churches. The Religion Clauses, working together, protect religious bodies’ “independence from secular control or manipulation, in short, power to decide for themselves, free from state interference, matters of church government as well as those of faith and doctrine.” Kedroff v. Saint Nicholas Cathedral of Russian Orthodox Church in N. Am., 344 U.S. 94, 116 (1952). And once church authorities decide a question of church government, “the Constitution requires that civil courts accept their decisions as binding upon them.” Serbian E. Orthodox Diocese for U.S. of Am. & Can. v. Milivojevich, 426 U.S. 696, 725 (1976).",
LP_054,24-154,petitioner,24-154-petitioners,Llama-3.1-8B-Instruct,"The Religion Clauses, working together, protect religious bodies’ “independence from secular control or manipulation, which is  the power to decide for themselves, free from state interference, matters of church government as well as those of faith and doctrine.",expert_added,not_applicable,,p2,"[p2] First, it violates the principle of church autonomy by penalizing Catholic Charities because of its structure, including the fact that it is separately incorporated from the Diocese of Superior. It would violate Catholic social teaching to force Catholic Charities to be “absorbed and substituted” by “social entities of a higher level.” Compendium of the Social Doctrine of the Church ¶ 186. Wisconsin’s decision to deny Catholic Charities the Section 108.02(15)(h) exemption unless it merges with the Diocese thus penalizes it for following specific Catholic teachings about church governance. In a host of church autonomy decisions stretching back over a century, this Court has rejected similar attempts by state governments to meddle with the inner workings of churches. The Religion Clauses, working together, protect religious bodies’ “independence from secular control or manipulation, in short, power to decide for themselves, free from state interference, matters of church government as well as those of faith and doctrine.” Kedroff v. Saint Nicholas Cathedral of Russian Orthodox Church in N. Am., 344 U.S. 94, 116 (1952). And once church authorities decide a question of church government, “the Constitution requires that civil courts accept their decisions as binding upon them.” Serbian E. Orthodox Diocese for U.S. of Am. & Can. v. Milivojevich, 426 U.S. 696, 725 (1976).",
LP_055,24-154,petitioner,24-154-petitioners,Llama-3.1-8B-Instruct,"once church authorities decide a question of church government, “the Constitution requires that civil courts accept their decisions as binding upon them.",expert_added,not_applicable,,p2,"[p2] First, it violates the principle of church autonomy by penalizing Catholic Charities because of its structure, including the fact that it is separately incorporated from the Diocese of Superior. It would violate Catholic social teaching to force Catholic Charities to be “absorbed and substituted” by “social entities of a higher level.” Compendium of the Social Doctrine of the Church ¶ 186. Wisconsin’s decision to deny Catholic Charities the Section 108.02(15)(h) exemption unless it merges with the Diocese thus penalizes it for following specific Catholic teachings about church governance. In a host of church autonomy decisions stretching back over a century, this Court has rejected similar attempts by state governments to meddle with the inner workings of churches. The Religion Clauses, working together, protect religious bodies’ “independence from secular control or manipulation, in short, power to decide for themselves, free from state interference, matters of church government as well as those of faith and doctrine.” Kedroff v. Saint Nicholas Cathedral of Russian Orthodox Church in N. Am., 344 U.S. 94, 116 (1952). And once church authorities decide a question of church government, “the Constitution requires that civil courts accept their decisions as binding upon them.” Serbian E. Orthodox Diocese for U.S. of Am. & Can. v. Milivojevich, 426 U.S. 696, 725 (1976).",
LP_056,24-154,petitioner,24-154-petitioners,Llama-3.1-8B-Instruct,Wisconsin's exclusion of Catholic Charities from the Section 108.02(15)(h) religious exemption constitutes impermissible entanglement of church and state.,model_generated,accept,,p3,"[p3] Second, Wisconsin’s exclusion of Catholic Charities violates the Religion Clauses’ prohibition on impermissible entanglement of church and state. The Religion Clauses do not allow “active involvement of the sovereign in religious activity.” Walz v. Tax Comm’n of N.Y., 397 U.S. 664, 668 (1970). Nor do they allow governments (including courts) to decide whether religious institutions “correctly perceive[ ] the commands” of their religion, Thomas v. Review Board, 450 U.S. 707, 716 (1981), or to “second-guess” their beliefs, Our Lady of Guadalupe School v. Morrissey-Berru, 591 U.S. 732, 751 (2020). Yet here, Wisconsin has taken it upon itself to override the Catholic Church’s beliefs about whether (for example) helping those with developmental disabilities is a religious act, and to force Catholic Charities to participate in the State’s unemployment compensation system on that basis. That is entanglement forbidden by the Constitution.",
LP_057,24-154,petitioner,24-154-petitioners,Llama-3.1-8B-Instruct,"The Religion Clauses do not allow “active involvement of the sovereign in religious activity.” Walz v. Tax Comm’n of N.Y., 397 U.S. 664, 668 (1970).",expert_added,not_applicable,,p3,"[p3] Second, Wisconsin’s exclusion of Catholic Charities violates the Religion Clauses’ prohibition on impermissible entanglement of church and state. The Religion Clauses do not allow “active involvement of the sovereign in religious activity.” Walz v. Tax Comm’n of N.Y., 397 U.S. 664, 668 (1970). Nor do they allow governments (including courts) to decide whether religious institutions “correctly perceive[ ] the commands” of their religion, Thomas v. Review Board, 450 U.S. 707, 716 (1981), or to “second-guess” their beliefs, Our Lady of Guadalupe School v. Morrissey-Berru, 591 U.S. 732, 751 (2020). Yet here, Wisconsin has taken it upon itself to override the Catholic Church’s beliefs about whether (for example) helping those with developmental disabilities is a religious act, and to force Catholic Charities to participate in the State’s unemployment compensation system on that basis. That is entanglement forbidden by the Constitution.",
LP_058,24-154,petitioner,24-154-petitioners,Llama-3.1-8B-Instruct,"The Religion Clauses do not allow governments (including courts) to decide whether religious institutions “correctly perceive[ ] the commands” of their religion, Thomas v. Review Board",expert_added,not_applicable,,p3,"[p3] Second, Wisconsin’s exclusion of Catholic Charities violates the Religion Clauses’ prohibition on impermissible entanglement of church and state. The Religion Clauses do not allow “active involvement of the sovereign in religious activity.” Walz v. Tax Comm’n of N.Y., 397 U.S. 664, 668 (1970). Nor do they allow governments (including courts) to decide whether religious institutions “correctly perceive[ ] the commands” of their religion, Thomas v. Review Board, 450 U.S. 707, 716 (1981), or to “second-guess” their beliefs, Our Lady of Guadalupe School v. Morrissey-Berru, 591 U.S. 732, 751 (2020). Yet here, Wisconsin has taken it upon itself to override the Catholic Church’s beliefs about whether (for example) helping those with developmental disabilities is a religious act, and to force Catholic Charities to participate in the State’s unemployment compensation system on that basis. That is entanglement forbidden by the Constitution.",
LP_059,24-154,petitioner,24-154-petitioners,Llama-3.1-8B-Instruct,The Religion Clauses do not allow governments (including courts) to to “second-guess” their beliefs.,expert_added,not_applicable,,p3,"[p3] Second, Wisconsin’s exclusion of Catholic Charities violates the Religion Clauses’ prohibition on impermissible entanglement of church and state. The Religion Clauses do not allow “active involvement of the sovereign in religious activity.” Walz v. Tax Comm’n of N.Y., 397 U.S. 664, 668 (1970). Nor do they allow governments (including courts) to decide whether religious institutions “correctly perceive[ ] the commands” of their religion, Thomas v. Review Board, 450 U.S. 707, 716 (1981), or to “second-guess” their beliefs, Our Lady of Guadalupe School v. Morrissey-Berru, 591 U.S. 732, 751 (2020). Yet here, Wisconsin has taken it upon itself to override the Catholic Church’s beliefs about whether (for example) helping those with developmental disabilities is a religious act, and to force Catholic Charities to participate in the State’s unemployment compensation system on that basis. That is entanglement forbidden by the Constitution.",
LP_060,24-154,petitioner,24-154-petitioners,Llama-3.1-8B-Instruct,"Wisconsin has taken it upon itself to override the Catholic Church’s beliefs about whether (for example) helping those with developmental disabilities is a religious act, and to force Catholic Charities to participate in the State’s unemployment compensation system on that basis.",expert_added,not_applicable,,p3,"[p3] Second, Wisconsin’s exclusion of Catholic Charities violates the Religion Clauses’ prohibition on impermissible entanglement of church and state. The Religion Clauses do not allow “active involvement of the sovereign in religious activity.” Walz v. Tax Comm’n of N.Y., 397 U.S. 664, 668 (1970). Nor do they allow governments (including courts) to decide whether religious institutions “correctly perceive[ ] the commands” of their religion, Thomas v. Review Board, 450 U.S. 707, 716 (1981), or to “second-guess” their beliefs, Our Lady of Guadalupe School v. Morrissey-Berru, 591 U.S. 732, 751 (2020). Yet here, Wisconsin has taken it upon itself to override the Catholic Church’s beliefs about whether (for example) helping those with developmental disabilities is a religious act, and to force Catholic Charities to participate in the State’s unemployment compensation system on that basis. That is entanglement forbidden by the Constitution.",
LP_061,24-154,petitioner,24-154-petitioners,Llama-3.1-8B-Instruct,Wisconsin's exclusion of Catholic Charities from the Section 108.02(15)(h) religious exemption discriminates among religions.,model_generated,accept,,p4,"[p4] Third, by denying Catholic Charities the Section 108.02(15)(h) religious exemption, Wisconsin is discriminating among religions. Under the Wisconsin Supreme Court’s test, religious groups that serve only those of their own faith or that proselytize can obtain the tax exemption, as can religious groups with a simpler internal structure. But Catholic Charities cannot enjoy the tax exemption because it follows particular Catholic beliefs and has a particular Catholic polity. That cannot be squared with the rule against denominational discrimination articulated in Larson v. Valente, 456 U.S. 228 (1982) and Church of Lukumi Babalu Aye, Inc. v. City of Hialeah, 508 U.S. 520, 532 (1993).",
LP_062,24-154,petitioner,24-154-petitioners,Llama-3.1-8B-Instruct,"Under the Wisconsin Supreme Court’s test, religious groups that serve only those of their own faith or that proselytize can obtain the tax exemption, as can religious groups with a simpler internal structure.",expert_added,not_applicable,,p4,"[p4] Third, by denying Catholic Charities the Section 108.02(15)(h) religious exemption, Wisconsin is discriminating among religions. Under the Wisconsin Supreme Court’s test, religious groups that serve only those of their own faith or that proselytize can obtain the tax exemption, as can religious groups with a simpler internal structure. But Catholic Charities cannot enjoy the tax exemption because it follows particular Catholic beliefs and has a particular Catholic polity. That cannot be squared with the rule against denominational discrimination articulated in Larson v. Valente, 456 U.S. 228 (1982) and Church of Lukumi Babalu Aye, Inc. v. City of Hialeah, 508 U.S. 520, 532 (1993).",
LP_063,24-154,petitioner,24-154-petitioners,Llama-3.1-8B-Instruct,"Catholic Charities cannot enjoy the tax exemption because it follows particular Catholic beliefs and has a particular Catholic polity, which would be a violation of the rule agains denominational discrimination.",expert_added,not_applicable,,p4,"[p4] Third, by denying Catholic Charities the Section 108.02(15)(h) religious exemption, Wisconsin is discriminating among religions. Under the Wisconsin Supreme Court’s test, religious groups that serve only those of their own faith or that proselytize can obtain the tax exemption, as can religious groups with a simpler internal structure. But Catholic Charities cannot enjoy the tax exemption because it follows particular Catholic beliefs and has a particular Catholic polity. That cannot be squared with the rule against denominational discrimination articulated in Larson v. Valente, 456 U.S. 228 (1982) and Church of Lukumi Babalu Aye, Inc. v. City of Hialeah, 508 U.S. 520, 532 (1993).",
LP_064,24-154,petitioner,24-154-petitioners,Llama-3.1-8B-Instruct,A single violation of the Religion Clauses would suffice to invalidate Wisconsin's denial of the tax exemption.,model_generated,reject,duplication ,p5,[p5] Any one of Wisconsin’s three violations of the Religion Clauses would suffice to invalidate Wisconsin’s denial of the tax exemption; together the case is overwhelming.,need change from accept to reject - duplication 
LP_065,24-154,respondent,24-154-respondents,Llama-3.1-8B-Instruct,Wisconsin's unemployment exemption does not excessively entangle the state with religion.,model_generated,accept,,p2,"[p2] I. Wisconsin’s unemployment exemption does not excessively entangle the state with religion. To the contrary, the exemption aims to avoid entangling the state in employment disputes that turn on religious faith and doctrine. Wisconsin thus must draw lines that identify which organizations present these entangling concerns. Because a religious-motive-only test would do a poor job, Wisconsin instead searches for distinctively religious activities like worship, ritual, teaching the faith, or spreading a religious message—all of which can pose entangling unemployment questions when discharging an employee who engages in them. The ministerial exemption permissibly asks whether an employee engages in these same activities, and so Wisconsin’s analogous test does not cause excessive entanglement.",
LP_066,24-154,respondent,24-154-respondents,Llama-3.1-8B-Instruct,Wisconsin's unemployment exemption is permissible because it asks whether an employee engages in distinctively religious activities.,model_generated,accept,,p2,"[p2] I. Wisconsin’s unemployment exemption does not excessively entangle the state with religion. To the contrary, the exemption aims to avoid entangling the state in employment disputes that turn on religious faith and doctrine. Wisconsin thus must draw lines that identify which organizations present these entangling concerns. Because a religious-motive-only test would do a poor job, Wisconsin instead searches for distinctively religious activities like worship, ritual, teaching the faith, or spreading a religious message—all of which can pose entangling unemployment questions when discharging an employee who engages in them. The ministerial exemption permissibly asks whether an employee engages in these same activities, and so Wisconsin’s analogous test does not cause excessive entanglement.",
LP_067,24-154,respondent,24-154-respondents,Llama-3.1-8B-Instruct,Denying Petitioners the exemption does not discriminate against them in a way the Religion Clauses forbid.,model_generated,accept,,p3,"[p3] II. Denying Petitioners the exemption does not discriminate against them in a way the Religion Clauses forbid. The Establishment Clause allows Wisconsin to tailor this accommodation to the religious organizations—unlike Petitioners—whose employment decisions might well present entangling religious questions. And doing so does not trigger strict scrutiny under the Free Exercise clause: Petitioners have no religious objection to participating in the unemployment system; they do not show that Wisconsin targeted their faith; and they cannot claim that the exemption favors secular organizations over religious ones. But even if the exemption triggers heightened scrutiny, it is properly tailored to accommodate only those organizations that present entangling unemployment questions. Wisconsin’s substantial interest in broad unemployment coverage justifies limiting the exemption accordingly.",
LP_068,24-154,respondent,24-154-respondents,Llama-3.1-8B-Instruct,The Establishment Clause allows Wisconsin to tailor the unemployment exemption to the religious organizations whose employment decisions might present entangling religious questions.,model_generated,accept,,p3,"[p3] II. Denying Petitioners the exemption does not discriminate against them in a way the Religion Clauses forbid. The Establishment Clause allows Wisconsin to tailor this accommodation to the religious organizations—unlike Petitioners—whose employment decisions might well present entangling religious questions. And doing so does not trigger strict scrutiny under the Free Exercise clause: Petitioners have no religious objection to participating in the unemployment system; they do not show that Wisconsin targeted their faith; and they cannot claim that the exemption favors secular organizations over religious ones. But even if the exemption triggers heightened scrutiny, it is properly tailored to accommodate only those organizations that present entangling unemployment questions. Wisconsin’s substantial interest in broad unemployment coverage justifies limiting the exemption accordingly.",
LP_069,24-154,respondent,24-154-respondents,Llama-3.1-8B-Instruct,"the establishment clause does not trigger strict scrutiny because Petitioners have no religious objection to participating in the unemployment system; they do not show that Wisconsin targeted their faith; and they cannot claim that the exemption favors secular organizations over religious ones""",expert_added,not_applicable,,p3,"[p3] II. Denying Petitioners the exemption does not discriminate against them in a way the Religion Clauses forbid. The Establishment Clause allows Wisconsin to tailor this accommodation to the religious organizations—unlike Petitioners—whose employment decisions might well present entangling religious questions. And doing so does not trigger strict scrutiny under the Free Exercise clause: Petitioners have no religious objection to participating in the unemployment system; they do not show that Wisconsin targeted their faith; and they cannot claim that the exemption favors secular organizations over religious ones. But even if the exemption triggers heightened scrutiny, it is properly tailored to accommodate only those organizations that present entangling unemployment questions. Wisconsin’s substantial interest in broad unemployment coverage justifies limiting the exemption accordingly.",
LP_070,24-154,respondent,24-154-respondents,Llama-3.1-8B-Instruct,"Even if the exemption triggers heightened scrutiny, it is properly tailored to accommodate only those organizations that present entangling unemployment questions.",model_generated,accept,,p3,"[p3] II. Denying Petitioners the exemption does not discriminate against them in a way the Religion Clauses forbid. The Establishment Clause allows Wisconsin to tailor this accommodation to the religious organizations—unlike Petitioners—whose employment decisions might well present entangling religious questions. And doing so does not trigger strict scrutiny under the Free Exercise clause: Petitioners have no religious objection to participating in the unemployment system; they do not show that Wisconsin targeted their faith; and they cannot claim that the exemption favors secular organizations over religious ones. But even if the exemption triggers heightened scrutiny, it is properly tailored to accommodate only those organizations that present entangling unemployment questions. Wisconsin’s substantial interest in broad unemployment coverage justifies limiting the exemption accordingly.",
LP_071,24-154,respondent,24-154-respondents,Llama-3.1-8B-Instruct,Wisconsin's substantial interest in broad unemployment coverage justifies limiting the exemption accordingly.,model_generated,accept,,p3,"[p3] II. Denying Petitioners the exemption does not discriminate against them in a way the Religion Clauses forbid. The Establishment Clause allows Wisconsin to tailor this accommodation to the religious organizations—unlike Petitioners—whose employment decisions might well present entangling religious questions. And doing so does not trigger strict scrutiny under the Free Exercise clause: Petitioners have no religious objection to participating in the unemployment system; they do not show that Wisconsin targeted their faith; and they cannot claim that the exemption favors secular organizations over religious ones. But even if the exemption triggers heightened scrutiny, it is properly tailored to accommodate only those organizations that present entangling unemployment questions. Wisconsin’s substantial interest in broad unemployment coverage justifies limiting the exemption accordingly.",
LP_072,24-154,respondent,24-154-respondents,Llama-3.1-8B-Instruct,Denying Petitioners the exemption does not violate the narrow church autonomy principles embodied in the Court's precedents.,model_generated,accept,,p4,"[p4] III. Denying Petitioners the exemption does not violate the narrow church autonomy principles embodied in the Court’s precedents. The Court has rejected only state compulsion that operates on certain matters of faith and mission: selecting church leaders and ministers and resolving ecclesiastical disputes over church property. What Petitioners face—at most, minor and incidental economic incentives on their corporate affiliation choices—lies far afield from that kind of compulsion.",
LP_073,24-154,respondent,24-154-respondents,Llama-3.1-8B-Instruct,Petitioners' situation lies far afield from the kind of state compulsion that the Court has rejected.,model_generated,accept,,p4,"[p4] III. Denying Petitioners the exemption does not violate the narrow church autonomy principles embodied in the Court’s precedents. The Court has rejected only state compulsion that operates on certain matters of faith and mission: selecting church leaders and ministers and resolving ecclesiastical disputes over church property. What Petitioners face—at most, minor and incidental economic incentives on their corporate affiliation choices—lies far afield from that kind of compulsion.",
LP_074,24-154,respondent,24-154-respondents,Llama-3.1-8B-Instruct,The Wisconsin court's interpretation of the state statute is not properly before this Court.,model_generated,accept,,p5,"[p5] IV. Contrary to the United States’ position, the Wisconsin court’s interpretation of the state statute is not properly before this Court. But that court properly interpreted the exemption. Its reading was consistent with the statute’s plain language, context, and purpose, FUTA’s legislative history, cases interpreting similar language in Section 501(c)(3), and state cases applying similar statutes.",
LP_075,24-154,respondent,24-154-respondents,Llama-3.1-8B-Instruct,"The Wisconsin court properly interpreted the exemption as consistent with the statute's plain language, context, and purpose.",model_generated,accept,,p5,"[p5] IV. Contrary to the United States’ position, the Wisconsin court’s interpretation of the state statute is not properly before this Court. But that court properly interpreted the exemption. Its reading was consistent with the statute’s plain language, context, and purpose, FUTA’s legislative history, cases interpreting similar language in Section 501(c)(3), and state cases applying similar statutes.",
LP_076,24-297,petitioner,24-297-petitioners,Llama-3.1-8B-Instruct,The First Amendment places high value on the right of parents to convey their religious beliefs and practices to their children.,model_generated,accept,,p1,"[p1] The First Amendment places high value on the right of parents to convey their religious beliefs and practices to their children. For Petitioners, that right has special significance as they seek to instill religious beliefs on gender and sexuality—beliefs crucial for their children’s ability to fulfill religious aspirations concerning marriage and family. By compelling instruction designed to indoctrinate Petitioners’ children against their religious beliefs—all without notice or opportunity to opt out—the Board has put Petitioners to an impossible choice. They must subject their children to instruction intended to disrupt their religious beliefs or forgo the benefits of a public education at the sizeable cost of either paying for private school, homeschooling, or facing government fines and penalties. That obvious burden on Petitioners’ free exercise is constitutionally impermissible for at least two reasons.",
LP_077,24-297,petitioner,24-297-petitioners,Llama-3.1-8B-Instruct,Compelling instruction designed to indoctrinate children against their parents' religious beliefs without notice or opportunity to opt out puts parents to an impossible choice.,model_generated,accept,,p1,"[p1] The First Amendment places high value on the right of parents to convey their religious beliefs and practices to their children. For Petitioners, that right has special significance as they seek to instill religious beliefs on gender and sexuality—beliefs crucial for their children’s ability to fulfill religious aspirations concerning marriage and family. By compelling instruction designed to indoctrinate Petitioners’ children against their religious beliefs—all without notice or opportunity to opt out—the Board has put Petitioners to an impossible choice. They must subject their children to instruction intended to disrupt their religious beliefs or forgo the benefits of a public education at the sizeable cost of either paying for private school, homeschooling, or facing government fines and penalties. That obvious burden on Petitioners’ free exercise is constitutionally impermissible for at least two reasons.",
LP_078,24-297,petitioner,24-297-petitioners,Llama-3.1-8B-Instruct,"For Petitioners, that right of parents to convey their beliefs and practices to their childen has special significance as they seek to instill religious beliefs on gender and sexuality—beliefs crucial for their children’s ability to fulfill religious aspirations concerning marriage and family.""",expert_added,not_applicable,,p1,"[p1] The First Amendment places high value on the right of parents to convey their religious beliefs and practices to their children. For Petitioners, that right has special significance as they seek to instill religious beliefs on gender and sexuality—beliefs crucial for their children’s ability to fulfill religious aspirations concerning marriage and family. By compelling instruction designed to indoctrinate Petitioners’ children against their religious beliefs—all without notice or opportunity to opt out—the Board has put Petitioners to an impossible choice. They must subject their children to instruction intended to disrupt their religious beliefs or forgo the benefits of a public education at the sizeable cost of either paying for private school, homeschooling, or facing government fines and penalties. That obvious burden on Petitioners’ free exercise is constitutionally impermissible for at least two reasons.",
LP_079,24-297,petitioner,24-297-petitioners,Llama-3.1-8B-Instruct,"parents must subject their children to instruction intended to disrupt their religious beliefs or forgo the benefits of a public education at the sizeable cost of either paying for private school, homeschooling, or facing government fines and penalties",expert_added,not_applicable,,p1,"[p1] The First Amendment places high value on the right of parents to convey their religious beliefs and practices to their children. For Petitioners, that right has special significance as they seek to instill religious beliefs on gender and sexuality—beliefs crucial for their children’s ability to fulfill religious aspirations concerning marriage and family. By compelling instruction designed to indoctrinate Petitioners’ children against their religious beliefs—all without notice or opportunity to opt out—the Board has put Petitioners to an impossible choice. They must subject their children to instruction intended to disrupt their religious beliefs or forgo the benefits of a public education at the sizeable cost of either paying for private school, homeschooling, or facing government fines and penalties. That obvious burden on Petitioners’ free exercise is constitutionally impermissible for at least two reasons.",
LP_080,24-297,petitioner,24-297-petitioners,Llama-3.1-8B-Instruct,The Free Exercise Clause prohibits government schools from substantially interfering with the right of parents to direct the religious upbringing of their children.,model_generated,accept,,p2,"[p2] First, the Free Exercise Clause prohibits government schools from “substantially interfering with the right of parents to direct the religious upbringing of their children.” Wisconsin v. Yoder, 406 U.S. 205, 218, 232 (1972). Children in elementary school are at the most formative stage of their lives and are highly impressionable and vulnerable to peer pressure—espe-cially on such potent and religiously laden topics as gender and sexuality. In Yoder, the Court held that subjecting high schoolers to an educational environment that incidentally conflicted with their religious beliefs justified parents withdrawing them from public school entirely. Petitioners’ much narrower request to opt their children out from discrete instruction that deliberately seeks to confound their religious values compels the same result. The longstanding consensus of states deferring to parents on when and how their children will receive sex education confirms that compelled instruction against their religious beliefs substantially interferes with Petitioners’ free exercise right.",
LP_081,24-297,petitioner,24-297-petitioners,Llama-3.1-8B-Instruct,Subjecting children to instruction that deliberately seeks to confound their religious values substantially interferes with parents' free exercise right.,model_generated,accept,,p2,"[p2] First, the Free Exercise Clause prohibits government schools from “substantially interfering with the right of parents to direct the religious upbringing of their children.” Wisconsin v. Yoder, 406 U.S. 205, 218, 232 (1972). Children in elementary school are at the most formative stage of their lives and are highly impressionable and vulnerable to peer pressure—espe-cially on such potent and religiously laden topics as gender and sexuality. In Yoder, the Court held that subjecting high schoolers to an educational environment that incidentally conflicted with their religious beliefs justified parents withdrawing them from public school entirely. Petitioners’ much narrower request to opt their children out from discrete instruction that deliberately seeks to confound their religious values compels the same result. The longstanding consensus of states deferring to parents on when and how their children will receive sex education confirms that compelled instruction against their religious beliefs substantially interferes with Petitioners’ free exercise right.",
LP_082,24-297,petitioner,24-297-petitioners,Llama-3.1-8B-Instruct,The longstanding consensus of states deferring to parents on when and how their children will receive sex education confirms that compelled instruction against their religious beliefs substantially interferes with parents' free exercise right.,model_generated,accept,,p2,"[p2] First, the Free Exercise Clause prohibits government schools from “substantially interfering with the right of parents to direct the religious upbringing of their children.” Wisconsin v. Yoder, 406 U.S. 205, 218, 232 (1972). Children in elementary school are at the most formative stage of their lives and are highly impressionable and vulnerable to peer pressure—espe-cially on such potent and religiously laden topics as gender and sexuality. In Yoder, the Court held that subjecting high schoolers to an educational environment that incidentally conflicted with their religious beliefs justified parents withdrawing them from public school entirely. Petitioners’ much narrower request to opt their children out from discrete instruction that deliberately seeks to confound their religious values compels the same result. The longstanding consensus of states deferring to parents on when and how their children will receive sex education confirms that compelled instruction against their religious beliefs substantially interferes with Petitioners’ free exercise right.",
LP_083,24-297,petitioner,24-297-petitioners,Llama-3.1-8B-Instruct,The Board's ban on notice and opt-outs fails the Free Exercise Clause's minimum requirement of general applicability and neutrality.,model_generated,accept,,p3,"[p3] Second, the Board’s ban on notice and opt-outs fails the Free Exercise Clause’s minimum requirement of general applicability and neutrality under Church of Lukumi Babalu Aye, Inc. v. City of Hialeah, 508 U.S. 520 (1993). Suspending notice and opt-outs created topsy-turvy categorizations that allow a fourteen-year-old to be excused from instruction on gender and sexuality during sex education, while a four-year-old must sit through the same instruction during English class. The policy also lacks general applicability because the Board has total discretion over when the policy applies. The original Guidelines allowed opt-outs unless requests became “too frequent” or “too burdensome.” And when the Board first cancelled opt-outs, the cancellation applied solely to the storybook instruction. Even then the Board said it would honor any opt-outs already granted through the end of the school year. This maneuvering alone demonstrates the Board’s retained discretion over when it can infringe Petitioners’ religious direction over their children.",
LP_084,24-297,petitioner,24-297-petitioners,Llama-3.1-8B-Instruct,"Suspending notice and opt-outs creates topsy-turvy categorizations that allow a fourteen-year-old to be excused from instruction on gender and sexuality during sex education, while a four-year-old must sit through the same instruction during English class.",model_generated,accept,,p3,"[p3] Second, the Board’s ban on notice and opt-outs fails the Free Exercise Clause’s minimum requirement of general applicability and neutrality under Church of Lukumi Babalu Aye, Inc. v. City of Hialeah, 508 U.S. 520 (1993). Suspending notice and opt-outs created topsy-turvy categorizations that allow a fourteen-year-old to be excused from instruction on gender and sexuality during sex education, while a four-year-old must sit through the same instruction during English class. The policy also lacks general applicability because the Board has total discretion over when the policy applies. The original Guidelines allowed opt-outs unless requests became “too frequent” or “too burdensome.” And when the Board first cancelled opt-outs, the cancellation applied solely to the storybook instruction. Even then the Board said it would honor any opt-outs already granted through the end of the school year. This maneuvering alone demonstrates the Board’s retained discretion over when it can infringe Petitioners’ religious direction over their children.",
LP_085,24-297,petitioner,24-297-petitioners,Llama-3.1-8B-Instruct,"The Board has total discretion over when the policy applies, rendering it lacking in general applicability.",model_generated,accept,,p3,"[p3] Second, the Board’s ban on notice and opt-outs fails the Free Exercise Clause’s minimum requirement of general applicability and neutrality under Church of Lukumi Babalu Aye, Inc. v. City of Hialeah, 508 U.S. 520 (1993). Suspending notice and opt-outs created topsy-turvy categorizations that allow a fourteen-year-old to be excused from instruction on gender and sexuality during sex education, while a four-year-old must sit through the same instruction during English class. The policy also lacks general applicability because the Board has total discretion over when the policy applies. The original Guidelines allowed opt-outs unless requests became “too frequent” or “too burdensome.” And when the Board first cancelled opt-outs, the cancellation applied solely to the storybook instruction. Even then the Board said it would honor any opt-outs already granted through the end of the school year. This maneuvering alone demonstrates the Board’s retained discretion over when it can infringe Petitioners’ religious direction over their children.",
